selection1_name,selection1_url,selection1_Quality_Ingredients,selection1_Potential_Allergens,selection1_Questionable_Ingrediens,selection1_Numeric_Ingredient_name,selection1_Numeric_Ingredient_selection2,selection1_Ingredients,selection1_selection4
Farmina Prime Boar & Apple (Dry),https://catfooddb.com/chewy/best-dry-cat-food/farmina-natural-delicious-wild-boar%252Fdp%252F56919,"wild boar
dehydrated wild boar
boneless chicken
dehydrated chicken
herring
dehydrated herring",herring oil,None,Carbs:,17.50%,"Wild Boar, Dehydrated Wild Boar, Sweet Potatoes, Boneless Chicken, Dehydrated Chicken, Chicken Fat, Dried Whole Eggs, Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Apple, Dried Pomegranate, Dried Sweet Orange, Dried Spinach, Psyllium Seed Husk, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, DL-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (a Preservative).","more protein than average; 
an average amount of carbohydrates; 
more fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
Farmina Prime Boar & Apple (Dry),https://catfooddb.com/chewy/best-dry-cat-food/farmina-natural-delicious-wild-boar%252Fdp%252F56919,"wild boar
dehydrated wild boar
boneless chicken
dehydrated chicken
herring
dehydrated herring",herring oil,None,Ash:,8.70%,"Wild Boar, Dehydrated Wild Boar, Sweet Potatoes, Boneless Chicken, Dehydrated Chicken, Chicken Fat, Dried Whole Eggs, Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Apple, Dried Pomegranate, Dried Sweet Orange, Dried Spinach, Psyllium Seed Husk, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, DL-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (a Preservative).","more protein than average; 
an average amount of carbohydrates; 
more fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
Farmina Prime Boar & Apple (Dry),https://catfooddb.com/chewy/best-dry-cat-food/farmina-natural-delicious-wild-boar%252Fdp%252F56919,"wild boar
dehydrated wild boar
boneless chicken
dehydrated chicken
herring
dehydrated herring",herring oil,None,Moisture:,8.00%,"Wild Boar, Dehydrated Wild Boar, Sweet Potatoes, Boneless Chicken, Dehydrated Chicken, Chicken Fat, Dried Whole Eggs, Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Apple, Dried Pomegranate, Dried Sweet Orange, Dried Spinach, Psyllium Seed Husk, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, DL-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (a Preservative).","more protein than average; 
an average amount of carbohydrates; 
more fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Tiki Cat Born Carnivore Chicken, Herring & Salmon",https://catfooddb.com/chewy/best-dry-cat-food/tiki-cat-born-carnivore-chicken-fish%252Fdp%252F172042,"deboned chicken
chicken meal
herring
salmon meal
herring meal",salmon oil,None,Protein:,43.00%,"Deboned Chicken, Chicken Meal, Herring, Salmon Meal, Herring Meal, Dried Egg Product, Peas, Tapioca, Natural Chicken Flavor, Brewers Dried Yeast, Chicken Fat (preserved With Mixed Tocopherols And Citric Acid), Chickpeas, Ground Whole Flaxseed, Tomato Pomace, Calcium Sulfate, Inulin (prebiotic), Vitamin E Supplement, Pumpkin, Salmon Oil, Taurine, Ferrous Sulfate, Zinc Sulfate, Niacin Supplement (vitamin B3), Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Thiamine Mononitrate (vitamin B1), D-calcium Pantothenate, Pyridoxine Hydrochloride (vitamin B6), Biotin, Riboflavin Supplement (vitamin B2), Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Iodate, Folic Acid, Sodium Selenite, Rosemary Extract, Ascorbic Acid (preservative), Citric Acid, Tannic Acid.","more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Tiki Cat Born Carnivore Chicken, Herring & Salmon",https://catfooddb.com/chewy/best-dry-cat-food/tiki-cat-born-carnivore-chicken-fish%252Fdp%252F172042,"deboned chicken
chicken meal
herring
salmon meal
herring meal",salmon oil,None,Fat:,19.00%,"Deboned Chicken, Chicken Meal, Herring, Salmon Meal, Herring Meal, Dried Egg Product, Peas, Tapioca, Natural Chicken Flavor, Brewers Dried Yeast, Chicken Fat (preserved With Mixed Tocopherols And Citric Acid), Chickpeas, Ground Whole Flaxseed, Tomato Pomace, Calcium Sulfate, Inulin (prebiotic), Vitamin E Supplement, Pumpkin, Salmon Oil, Taurine, Ferrous Sulfate, Zinc Sulfate, Niacin Supplement (vitamin B3), Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Thiamine Mononitrate (vitamin B1), D-calcium Pantothenate, Pyridoxine Hydrochloride (vitamin B6), Biotin, Riboflavin Supplement (vitamin B2), Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Iodate, Folic Acid, Sodium Selenite, Rosemary Extract, Ascorbic Acid (preservative), Citric Acid, Tannic Acid.","more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Tiki Cat Born Carnivore Chicken, Herring & Salmon",https://catfooddb.com/chewy/best-dry-cat-food/tiki-cat-born-carnivore-chicken-fish%252Fdp%252F172042,"deboned chicken
chicken meal
herring
salmon meal
herring meal",salmon oil,None,Fiber:,3.50%,"Deboned Chicken, Chicken Meal, Herring, Salmon Meal, Herring Meal, Dried Egg Product, Peas, Tapioca, Natural Chicken Flavor, Brewers Dried Yeast, Chicken Fat (preserved With Mixed Tocopherols And Citric Acid), Chickpeas, Ground Whole Flaxseed, Tomato Pomace, Calcium Sulfate, Inulin (prebiotic), Vitamin E Supplement, Pumpkin, Salmon Oil, Taurine, Ferrous Sulfate, Zinc Sulfate, Niacin Supplement (vitamin B3), Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Thiamine Mononitrate (vitamin B1), D-calcium Pantothenate, Pyridoxine Hydrochloride (vitamin B6), Biotin, Riboflavin Supplement (vitamin B2), Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Iodate, Folic Acid, Sodium Selenite, Rosemary Extract, Ascorbic Acid (preservative), Citric Acid, Tannic Acid.","more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Tiki Cat Born Carnivore Chicken, Herring & Salmon",https://catfooddb.com/chewy/best-dry-cat-food/tiki-cat-born-carnivore-chicken-fish%252Fdp%252F172042,"deboned chicken
chicken meal
herring
salmon meal
herring meal",salmon oil,None,Carbs:,18.50%,"Deboned Chicken, Chicken Meal, Herring, Salmon Meal, Herring Meal, Dried Egg Product, Peas, Tapioca, Natural Chicken Flavor, Brewers Dried Yeast, Chicken Fat (preserved With Mixed Tocopherols And Citric Acid), Chickpeas, Ground Whole Flaxseed, Tomato Pomace, Calcium Sulfate, Inulin (prebiotic), Vitamin E Supplement, Pumpkin, Salmon Oil, Taurine, Ferrous Sulfate, Zinc Sulfate, Niacin Supplement (vitamin B3), Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Thiamine Mononitrate (vitamin B1), D-calcium Pantothenate, Pyridoxine Hydrochloride (vitamin B6), Biotin, Riboflavin Supplement (vitamin B2), Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Iodate, Folic Acid, Sodium Selenite, Rosemary Extract, Ascorbic Acid (preservative), Citric Acid, Tannic Acid.","more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Tiki Cat Born Carnivore Chicken, Herring & Salmon",https://catfooddb.com/chewy/best-dry-cat-food/tiki-cat-born-carnivore-chicken-fish%252Fdp%252F172042,"deboned chicken
chicken meal
herring
salmon meal
herring meal",salmon oil,None,Ash:,6.00%,"Deboned Chicken, Chicken Meal, Herring, Salmon Meal, Herring Meal, Dried Egg Product, Peas, Tapioca, Natural Chicken Flavor, Brewers Dried Yeast, Chicken Fat (preserved With Mixed Tocopherols And Citric Acid), Chickpeas, Ground Whole Flaxseed, Tomato Pomace, Calcium Sulfate, Inulin (prebiotic), Vitamin E Supplement, Pumpkin, Salmon Oil, Taurine, Ferrous Sulfate, Zinc Sulfate, Niacin Supplement (vitamin B3), Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Thiamine Mononitrate (vitamin B1), D-calcium Pantothenate, Pyridoxine Hydrochloride (vitamin B6), Biotin, Riboflavin Supplement (vitamin B2), Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Iodate, Folic Acid, Sodium Selenite, Rosemary Extract, Ascorbic Acid (preservative), Citric Acid, Tannic Acid.","more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Tiki Cat Born Carnivore Chicken, Herring & Salmon",https://catfooddb.com/chewy/best-dry-cat-food/tiki-cat-born-carnivore-chicken-fish%252Fdp%252F172042,"deboned chicken
chicken meal
herring
salmon meal
herring meal",salmon oil,None,Moisture:,10.00%,"Deboned Chicken, Chicken Meal, Herring, Salmon Meal, Herring Meal, Dried Egg Product, Peas, Tapioca, Natural Chicken Flavor, Brewers Dried Yeast, Chicken Fat (preserved With Mixed Tocopherols And Citric Acid), Chickpeas, Ground Whole Flaxseed, Tomato Pomace, Calcium Sulfate, Inulin (prebiotic), Vitamin E Supplement, Pumpkin, Salmon Oil, Taurine, Ferrous Sulfate, Zinc Sulfate, Niacin Supplement (vitamin B3), Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Thiamine Mononitrate (vitamin B1), D-calcium Pantothenate, Pyridoxine Hydrochloride (vitamin B6), Biotin, Riboflavin Supplement (vitamin B2), Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Iodate, Folic Acid, Sodium Selenite, Rosemary Extract, Ascorbic Acid (preservative), Citric Acid, Tannic Acid.","more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
less fiber than average; 
significantly less moisture than an equivalent wet food; "
I And Love And You Nude Superfood - Poultry A Plenty For Digestive Health,https://catfooddb.com/chewy/best-dry-cat-food/i-love-you-nude-food-poultry-plenty%252Fdp%252F117016,"chicken
chicken meal
turkey meal",fish oil,,Protein:,45.00%,"chicken, chicken meal, turkey meal, pea protein, garbanzo beans, chicken fat (preserved with mixed tocopherols), dried egg product, natural pork flavor, tapioca starch, dried lentils, dried sweet potatoes, natural flavor, fish oil, flaxseeds, ground miscanthus grass, dried carrots, potassium chloride, taurine, salt, choline chloride, dried chicory root, dried cranberries, vitamin e supplement, citric acid (preservative), mixed tocopherols (preservative), dried pumpkin, iron amino acid complex, zinc amino acid complex, ferrous sulfate, yucca schidigera extract, coconut oil, turmeric, niacin supplement, dried aspergillus niger fermentation product, dried aspergillus oryzae fermentation product, dried enterococcus faecium fermentation product, dried lactobacillus acidophilus fermentation product, dried lactobacillus casei fermentation product, zinc oxide, copper amino acid complex, copper sulfate, sodium selenite, manganese amino acid complex, vitamin a supplement, thiamine mononitrate, menadione sodium disulfite complex, pyridoxine hydrochloride, d-calcium pantothenate, manganous oxide, riboflavin supplement, calcium iodate, vitamin b12 supplement, vitamin d3 supplement, folic acid, biotin, rosemary extract.","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
I And Love And You Nude Superfood - Poultry A Plenty For Digestive Health,https://catfooddb.com/chewy/best-dry-cat-food/i-love-you-nude-food-poultry-plenty%252Fdp%252F117016,"chicken
chicken meal
turkey meal",fish oil,,Fat:,15.00%,"chicken, chicken meal, turkey meal, pea protein, garbanzo beans, chicken fat (preserved with mixed tocopherols), dried egg product, natural pork flavor, tapioca starch, dried lentils, dried sweet potatoes, natural flavor, fish oil, flaxseeds, ground miscanthus grass, dried carrots, potassium chloride, taurine, salt, choline chloride, dried chicory root, dried cranberries, vitamin e supplement, citric acid (preservative), mixed tocopherols (preservative), dried pumpkin, iron amino acid complex, zinc amino acid complex, ferrous sulfate, yucca schidigera extract, coconut oil, turmeric, niacin supplement, dried aspergillus niger fermentation product, dried aspergillus oryzae fermentation product, dried enterococcus faecium fermentation product, dried lactobacillus acidophilus fermentation product, dried lactobacillus casei fermentation product, zinc oxide, copper amino acid complex, copper sulfate, sodium selenite, manganese amino acid complex, vitamin a supplement, thiamine mononitrate, menadione sodium disulfite complex, pyridoxine hydrochloride, d-calcium pantothenate, manganous oxide, riboflavin supplement, calcium iodate, vitamin b12 supplement, vitamin d3 supplement, folic acid, biotin, rosemary extract.","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
I And Love And You Nude Superfood - Poultry A Plenty For Digestive Health,https://catfooddb.com/chewy/best-dry-cat-food/i-love-you-nude-food-poultry-plenty%252Fdp%252F117016,"chicken
chicken meal
turkey meal",fish oil,,Fiber:,3.00%,"chicken, chicken meal, turkey meal, pea protein, garbanzo beans, chicken fat (preserved with mixed tocopherols), dried egg product, natural pork flavor, tapioca starch, dried lentils, dried sweet potatoes, natural flavor, fish oil, flaxseeds, ground miscanthus grass, dried carrots, potassium chloride, taurine, salt, choline chloride, dried chicory root, dried cranberries, vitamin e supplement, citric acid (preservative), mixed tocopherols (preservative), dried pumpkin, iron amino acid complex, zinc amino acid complex, ferrous sulfate, yucca schidigera extract, coconut oil, turmeric, niacin supplement, dried aspergillus niger fermentation product, dried aspergillus oryzae fermentation product, dried enterococcus faecium fermentation product, dried lactobacillus acidophilus fermentation product, dried lactobacillus casei fermentation product, zinc oxide, copper amino acid complex, copper sulfate, sodium selenite, manganese amino acid complex, vitamin a supplement, thiamine mononitrate, menadione sodium disulfite complex, pyridoxine hydrochloride, d-calcium pantothenate, manganous oxide, riboflavin supplement, calcium iodate, vitamin b12 supplement, vitamin d3 supplement, folic acid, biotin, rosemary extract.","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
I And Love And You Nude Superfood - Poultry A Plenty For Digestive Health,https://catfooddb.com/chewy/best-dry-cat-food/i-love-you-nude-food-poultry-plenty%252Fdp%252F117016,"chicken
chicken meal
turkey meal",fish oil,,Carbs:,21.00%,"chicken, chicken meal, turkey meal, pea protein, garbanzo beans, chicken fat (preserved with mixed tocopherols), dried egg product, natural pork flavor, tapioca starch, dried lentils, dried sweet potatoes, natural flavor, fish oil, flaxseeds, ground miscanthus grass, dried carrots, potassium chloride, taurine, salt, choline chloride, dried chicory root, dried cranberries, vitamin e supplement, citric acid (preservative), mixed tocopherols (preservative), dried pumpkin, iron amino acid complex, zinc amino acid complex, ferrous sulfate, yucca schidigera extract, coconut oil, turmeric, niacin supplement, dried aspergillus niger fermentation product, dried aspergillus oryzae fermentation product, dried enterococcus faecium fermentation product, dried lactobacillus acidophilus fermentation product, dried lactobacillus casei fermentation product, zinc oxide, copper amino acid complex, copper sulfate, sodium selenite, manganese amino acid complex, vitamin a supplement, thiamine mononitrate, menadione sodium disulfite complex, pyridoxine hydrochloride, d-calcium pantothenate, manganous oxide, riboflavin supplement, calcium iodate, vitamin b12 supplement, vitamin d3 supplement, folic acid, biotin, rosemary extract.","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
I And Love And You Nude Superfood - Poultry A Plenty For Digestive Health,https://catfooddb.com/chewy/best-dry-cat-food/i-love-you-nude-food-poultry-plenty%252Fdp%252F117016,"chicken
chicken meal
turkey meal",fish oil,,Ash:,6.00%,"chicken, chicken meal, turkey meal, pea protein, garbanzo beans, chicken fat (preserved with mixed tocopherols), dried egg product, natural pork flavor, tapioca starch, dried lentils, dried sweet potatoes, natural flavor, fish oil, flaxseeds, ground miscanthus grass, dried carrots, potassium chloride, taurine, salt, choline chloride, dried chicory root, dried cranberries, vitamin e supplement, citric acid (preservative), mixed tocopherols (preservative), dried pumpkin, iron amino acid complex, zinc amino acid complex, ferrous sulfate, yucca schidigera extract, coconut oil, turmeric, niacin supplement, dried aspergillus niger fermentation product, dried aspergillus oryzae fermentation product, dried enterococcus faecium fermentation product, dried lactobacillus acidophilus fermentation product, dried lactobacillus casei fermentation product, zinc oxide, copper amino acid complex, copper sulfate, sodium selenite, manganese amino acid complex, vitamin a supplement, thiamine mononitrate, menadione sodium disulfite complex, pyridoxine hydrochloride, d-calcium pantothenate, manganous oxide, riboflavin supplement, calcium iodate, vitamin b12 supplement, vitamin d3 supplement, folic acid, biotin, rosemary extract.","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
I And Love And You Nude Superfood - Poultry A Plenty For Digestive Health,https://catfooddb.com/chewy/best-dry-cat-food/i-love-you-nude-food-poultry-plenty%252Fdp%252F117016,"chicken
chicken meal
turkey meal",fish oil,,Moisture:,10.00%,"chicken, chicken meal, turkey meal, pea protein, garbanzo beans, chicken fat (preserved with mixed tocopherols), dried egg product, natural pork flavor, tapioca starch, dried lentils, dried sweet potatoes, natural flavor, fish oil, flaxseeds, ground miscanthus grass, dried carrots, potassium chloride, taurine, salt, choline chloride, dried chicory root, dried cranberries, vitamin e supplement, citric acid (preservative), mixed tocopherols (preservative), dried pumpkin, iron amino acid complex, zinc amino acid complex, ferrous sulfate, yucca schidigera extract, coconut oil, turmeric, niacin supplement, dried aspergillus niger fermentation product, dried aspergillus oryzae fermentation product, dried enterococcus faecium fermentation product, dried lactobacillus acidophilus fermentation product, dried lactobacillus casei fermentation product, zinc oxide, copper amino acid complex, copper sulfate, sodium selenite, manganese amino acid complex, vitamin a supplement, thiamine mononitrate, menadione sodium disulfite complex, pyridoxine hydrochloride, d-calcium pantothenate, manganous oxide, riboflavin supplement, calcium iodate, vitamin b12 supplement, vitamin d3 supplement, folic acid, biotin, rosemary extract.","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
